,name,company,year,Price,kms_driven,fuel_type
5439,Hyundai Santro Xing,Hyundai,2023,118000,110985,Petrol
5440,Jeep Compass Limited,Jeep,2022,183000,124839,Diesel
5441,Nissan Terrano XL,Nissan,2015,72000,31713,Diesel
5442,Audi A4 35,Audi,2009,720000,75936,Diesel
5443,Renault Kwid RXT,Renault,2011,38000,99332,Diesel
5444,Jaguar XF Portfolio,Jaguar,2018,1719000,74823,Petrol
5445,Tata Tiago Revotron,Tata,2005,25000,122138,Diesel
5446,Mahindra Thar CRDe,Mahindra,2005,26000,131092,Diesel
5447,Mini Cooper S,Mini,2009,417000,117462,Diesel
5448,Datsun GO Plus,Datsun,2010,25000,135323,Diesel
5449,Mitsubishi Pajero Sport,Mitsubishi,2007,45000,33623,Diesel
5450,Nissan Sunny XL,Nissan,2020,86000,166272,Diesel
5451,Mini Cooper S,Mini,2009,445000,127154,Diesel
5452,Skoda Fabia Classic,Skoda,2015,65000,80548,Petrol
5453,Mercedes C-Class C220d,Mercedes,2019,2538000,20410,Petrol
5454,Mitsubishi Pajero Sport,Mitsubishi,2005,44000,4331,Petrol
5455,Skoda Octavia Elegance,Skoda,2008,28000,158988,Petrol
5456,Hyundai Grand i10,Hyundai,2023,120000,174962,Diesel
5457,Fiat Linea Active,Fiat,2002,25000,120913,Diesel
5458,Chevrolet Spark LT,Chevrolet,2021,122000,14369,Diesel
5459,Audi Q7,Audi,2006,478000,81549,Diesel
5460,Datsun GO Plus,Datsun,2011,25000,147427,Petrol
5461,Maruti Suzuki Eeco,Maruti,2020,78000,166242,Diesel
5462,Toyota Yaris VX,Toyota,2013,101000,4399,Diesel
5463,Mini Cooper D,Mini,2007,403000,149748,Diesel
5464,Mitsubishi Pajero Sport,Mitsubishi,2008,54000,37521,Diesel
5465,Mercedes C-Class C220d,Mercedes,2022,2698000,79836,Diesel
5466,Volvo S60 D4,Volvo,2017,1826000,14479,Diesel
5467,Jaguar XE Prestige,Jaguar,2010,756000,167356,Diesel
5468,BMW 5 Series,BMW,2005,596000,12151,Diesel
5469,Volvo XC60 D5,Volvo,2004,335000,143452,Petrol
5470,Datsun GO T,Datsun,2018,52000,143990,Diesel
5471,Land Rover Discovery,Land,2021,3388000,44509,Diesel
5472,Volkswagen Polo Highline,Volkswagen,2009,32000,178405,Diesel
5473,Volvo XC60 D5,Volvo,2015,1456000,22822,Petrol
5474,Fiat Punto Active,Fiat,2022,110000,61791,Petrol
5475,Ford Figo Aspire,Ford,2020,129000,50068,Diesel
5476,Honda Brio S,Honda,2008,33000,129588,Diesel
5477,Mini Cooper S,Mini,2004,248000,176640,Petrol
5478,Mahindra KUV100 K8,Mahindra,2008,56000,25213,Petrol
5479,Maruti Suzuki Eeco,Maruti,2006,28000,63135,Petrol
5480,Tata Nano Lx,Tata,2014,42000,167127,Petrol
5481,Maruti Suzuki Ciaz,Maruti,2019,99000,46613,Petrol
5482,Renault Duster 110,Renault,2019,72000,156024,Diesel
5483,Ford Figo,Ford,2021,118000,91243,Petrol
5484,Ford Fiesta Classic,Ford,2016,60000,127490,Diesel
5485,Land Rover Freelander,Land,2002,606000,1595,Petrol
5486,Mahindra TUV300 T8,Mahindra,2014,74000,89950,Diesel
5487,Skoda Rapid Elegance,Skoda,2018,125000,62610,Diesel
5488,Jeep Compass Limited,Jeep,2005,34000,97805,Petrol
5489,Skoda Rapid Elegance,Skoda,2021,164000,30317,Petrol
5490,Land Rover Discovery,Land,2002,485000,35063,Diesel
5491,Hyundai Creta 1.6,Hyundai,2003,31000,12312,Petrol
5492,Jeep Compass Longitude,Jeep,2019,186000,53080,Diesel
5493,Ford Figo,Ford,2008,40000,44069,Petrol
5494,Maruti Suzuki Celerio,Maruti,2021,117000,56380,Petrol
5495,Renault Kwid RXT,Renault,2023,121000,91929,Petrol
5496,Nissan Micra XV,Nissan,2022,142000,11354,Petrol
5497,BMW 5 Series,BMW,2020,1669000,90886,Diesel
5498,Tata Nano Lx,Tata,2014,36000,129627,Petrol
5499,Datsun redi-GO T,Datsun,2018,81000,29149,Petrol
5500,Audi Q7,Audi,2015,1280000,35672,Petrol
5501,Tata Bolt XT,Tata,2014,52000,67363,Petrol
5502,Maruti Suzuki Swift,Maruti,2007,39000,10794,Diesel
5503,Tata Indica V2,Tata,2021,87000,136914,Diesel
5504,Chevrolet Beat LT,Chevrolet,2016,47000,84602,Diesel
5505,Chevrolet Spark LT,Chevrolet,2019,82000,76439,Diesel
5506,Renault Lodgy 110PS,Renault,2018,87000,65767,Diesel
5507,Maruti Suzuki Alto,Maruti,2022,139000,59664,Petrol
5508,Jaguar XF Portfolio,Jaguar,2003,382000,89161,Petrol
5509,Maruti Suzuki Swift,Maruti,2017,82000,42939,CNG
5510,Audi A6 2.0,Audi,2006,387000,143885,Petrol
5511,Land Rover Freelander,Land,2006,806000,2952,Diesel
5512,Mahindra XUV500 W8,Mahindra,2010,78000,7358,Diesel
5513,Fiat Punto Active,Fiat,2004,25000,162092,Petrol
5514,Hyundai i10 Sportz,Hyundai,2012,70000,16933,Petrol
5515,Volkswagen Jetta Comfortline,Volkswagen,2004,32000,23356,Diesel
5516,Fiat Linea Active,Fiat,2016,52000,148667,Diesel
5517,Tata Tigor XZ,Tata,2023,169000,23578,Petrol
5518,Volkswagen Polo Highline,Volkswagen,2016,62000,173179,Petrol
5519,Jaguar XE Prestige,Jaguar,2009,613000,142289,Petrol
5520,Ford Freestyle Titanium,Ford,2010,41000,87988,Diesel
5521,Audi A8,Audi,2015,1431000,18771,Diesel
5522,Maruti Suzuki Swift,Maruti,2017,113000,10326,Petrol
5523,Skoda Rapid Elegance,Skoda,2004,25000,126760,Diesel
5524,Honda Brio S,Honda,2008,29000,145621,Petrol
5525,Renault Triber RXZ,Renault,2016,51000,132430,Petrol
5526,Chevrolet Spark LT,Chevrolet,2006,30000,15650,Diesel
5527,Toyota Glanza G,Toyota,2010,47000,137498,Diesel
5528,Jeep Compass Limited,Jeep,2007,40000,120313,Petrol
5529,Tata Nano Lx,Tata,2022,115000,89084,Diesel
5530,Toyota Yaris VX,Toyota,2010,76000,7967,Petrol
5531,BMW 3 Series,BMW,2021,1833000,138645,Diesel
5532,Skoda Rapid Elegance,Skoda,2006,25000,177657,Diesel
5533,Chevrolet Tavera Neo,Chevrolet,2023,99000,91012,Petrol
5534,Fiat Linea Active,Fiat,2023,85000,119106,Diesel
5535,Mercedes C-Class C220d,Mercedes,2012,1106000,59278,Petrol
5536,Datsun GO Plus,Datsun,2007,28000,14916,Petrol
5537,Volkswagen Polo Highline,Volkswagen,2005,27000,68730,Petrol
5538,Tata Tiago Revotron,Tata,2012,48000,46513,Diesel
5539,Jeep Compass Limited,Jeep,2007,53000,57024,Petrol
5540,Volkswagen Ameo Highline,Volkswagen,2013,58000,95276,Petrol
5541,Skoda Fabia Classic,Skoda,2010,42000,76250,Petrol
5542,Chevrolet Sail UVA,Chevrolet,2020,94000,69562,Diesel
5543,Mini Cooper D,Mini,2007,578000,21347,Diesel
5544,Skoda Rapid Elegance,Skoda,2009,37000,132657,Petrol
5545,Volvo S60 D4,Volvo,2005,382000,107020,Diesel
5546,Toyota Corolla Altis,Toyota,2023,150000,101653,Diesel
5547,Jeep Compass Limited,Jeep,2007,57000,66471,Diesel
5548,Mini Cooper D,Mini,2013,610000,169221,Petrol
5549,Hyundai Venue SX,Hyundai,2012,65000,31355,Diesel
5550,Mahindra XUV500 W8,Mahindra,2010,36000,125957,Petrol
5551,Renault Duster 110,Renault,2012,33000,122137,Petrol
5552,Mahindra Jeep CL550,Mahindra,2018,133000,24162,Diesel
5553,Renault Lodgy 110PS,Renault,2019,80000,167859,Diesel
5554,Hyundai Grand i10,Hyundai,2010,31000,165749,Diesel
5555,Mitsubishi Lancer 1.8,Mitsubishi,2005,50000,7042,Diesel
5556,BMW 3 Series,BMW,2016,1372000,81236,Petrol
5557,Mahindra Bolero SLE,Mahindra,2016,121000,21995,Diesel
5558,Toyota Corolla Altis,Toyota,2002,28000,36483,Petrol
5559,Volkswagen Polo Highline,Volkswagen,2007,28000,126085,Petrol
5560,Fiat Linea Active,Fiat,2018,69000,59563,Petrol
5561,Fiat Linea Active,Fiat,2004,25000,69377,Diesel
5562,Audi Q7,Audi,2014,929000,99905,Diesel
5563,Hyundai Santro Xing,Hyundai,2022,164000,17781,Diesel
5564,Honda Jazz V,Honda,2014,94000,3728,Diesel
5565,Renault Lodgy 110PS,Renault,2004,25000,92889,Diesel
5566,Chevrolet Sail UVA,Chevrolet,2016,55000,84947,Diesel
5567,Chevrolet Tavera Neo,Chevrolet,2017,50000,150775,Diesel
5568,Fiat Punto Active,Fiat,2014,35000,116381,Diesel
5569,Mini Cooper S,Mini,2003,281000,96823,Petrol
5570,Fiat Punto Active,Fiat,2012,63000,1264,Diesel
5571,Hyundai Eon Era,Hyundai,2012,43000,113778,Petrol
5572,Volvo XC60 D5,Volvo,2008,545000,93744,Diesel
5573,Datsun GO T,Datsun,2017,55000,85730,Petrol
5574,Mahindra Bolero SLE,Mahindra,2006,31000,102184,Diesel
5575,Mini Cooper D,Mini,2005,324000,138091,Petrol
5576,Volkswagen Ameo Highline,Volkswagen,2020,119000,77011,Petrol
5577,Volvo S60 D4,Volvo,2012,657000,106341,Diesel
5578,Volkswagen Vento Highline,Volkswagen,2017,66000,118892,Diesel
5579,BMW X1 sDrive20d,BMW,2013,1067000,84705,Diesel
5580,Volkswagen Ameo Highline,Volkswagen,2006,28000,86675,Petrol
5581,Fiat Linea Active,Fiat,2015,37000,120152,Petrol
5582,Chevrolet Spark LT,Chevrolet,2007,25000,126006,Petrol
5583,BMW 5 Series,BMW,2007,652000,54894,Diesel
5584,Mitsubishi Pajero Sport,Mitsubishi,2006,49000,15886,Petrol
5585,Hyundai Venue SX,Hyundai,2002,30000,15527,Diesel
5586,Land Rover Freelander,Land,2006,590000,74252,Petrol
5587,Mercedes E-Class E220d,Mercedes,2009,521000,142537,Diesel
5588,Jaguar XF Portfolio,Jaguar,2014,1251000,65021,Diesel
5589,Mahindra Bolero SLE,Mahindra,2006,25000,113971,Petrol
5590,Jeep Compass Limited,Jeep,2006,70000,5977,Diesel
5591,BMW 3 Series,BMW,2004,349000,138304,Diesel
5592,Honda Civic 1.8,Honda,2007,32000,170678,Diesel
5593,Tata Tigor XZ,Tata,2008,25000,133161,Petrol
5594,Volvo S60 D4,Volvo,2017,1586000,22389,Diesel
5595,Jaguar XE Prestige,Jaguar,2003,341000,132378,Diesel
5596,Mini Cooper D,Mini,2009,413000,110105,Diesel
5597,Maruti Suzuki Eeco,Maruti,2021,118000,52323,Petrol
5598,Fiat Punto Active,Fiat,2007,25000,179446,Petrol
5599,BMW 5 Series,BMW,2015,1045000,130823,Diesel
5600,BMW 5 Series,BMW,2016,1140000,99052,Diesel
5601,Volvo S60 D4,Volvo,2008,603000,65686,Petrol
5602,Land Rover Discovery,Land,2008,585000,94007,Petrol
5603,Datsun GO Plus,Datsun,2008,25000,150622,Diesel
5604,Hyundai Xcent S,Hyundai,2021,152000,35566,Petrol
5605,Mahindra XUV500 W8,Mahindra,2013,57000,178021,Petrol
5606,Mini Cooper D,Mini,2012,942000,7568,Diesel
5607,Maruti Suzuki Ertiga,Maruti,2006,25000,110878,Petrol
5608,Ford EcoSport Ambiente,Ford,2022,162000,32421,Diesel
5609,BMW 3 Series,BMW,2005,393000,110217,Diesel
5610,Volkswagen Vento Highline,Volkswagen,2016,64000,151854,Diesel
5611,Skoda Fabia Classic,Skoda,2015,67000,148679,Diesel
5612,Nissan Micra XV,Nissan,2023,164000,8902,Petrol
5613,Nissan Terrano XL,Nissan,2021,123000,54165,Diesel
5614,Nissan Terrano XL,Nissan,2007,25000,140874,Diesel
5615,Volvo S60 D4,Volvo,2020,1539000,175709,Diesel
5616,Mahindra KUV100 K8,Mahindra,2023,158000,87607,Petrol
5617,Land Rover Discovery,Land,2012,1041000,103275,Diesel
5618,Chevrolet Spark LT,Chevrolet,2009,25000,153238,Petrol
5619,Nissan Micra XV,Nissan,2011,51000,41049,Diesel
5620,Volkswagen Jetta Comfortline,Volkswagen,2002,32000,18221,Diesel
5621,Nissan Micra XV,Nissan,2005,25000,179630,Diesel
5622,Volvo S60 D4,Volvo,2015,900000,128574,Petrol
5623,Hyundai Elite i20,Hyundai,2018,133000,7403,Petrol
5624,Mahindra TUV300 T8,Mahindra,2017,131000,8607,Petrol
5625,BMW 3 Series,BMW,2023,2609000,65161,Petrol
5626,Skoda Fabia Classic,Skoda,2017,76000,154084,Petrol
5627,Datsun redi-GO T,Datsun,2013,33000,126304,Diesel
5628,Skoda Octavia Elegance,Skoda,2007,30000,131915,Petrol
5629,Datsun redi-GO T,Datsun,2023,87000,131728,Diesel
5630,Jaguar XE Prestige,Jaguar,2015,1093000,102666,Petrol
5631,Ford Fiesta Classic,Ford,2012,49000,95731,Diesel
5632,BMW 5 Series,BMW,2019,1592000,152737,Diesel
5633,Mitsubishi Lancer 1.8,Mitsubishi,2012,74000,31404,Diesel
5634,Renault Kwid RXT,Renault,2020,104000,87714,Diesel
5635,Volkswagen Ameo Highline,Volkswagen,2004,25000,133992,Petrol
5636,Mahindra Scorpio S10,Mahindra,2004,35000,38195,Petrol
5637,Audi Q3 35,Audi,2019,1487000,101768,Diesel
5638,Mitsubishi Lancer 1.8,Mitsubishi,2008,64000,22454,Diesel
5639,Toyota Fortuner 3.0,Toyota,2022,248000,13456,Diesel
5640,Toyota Etios VXD,Toyota,2013,55000,147791,Petrol
5641,Maruti Suzuki Swift,Maruti,2006,25000,126630,Diesel
5642,Maruti Suzuki Swift,Maruti,2017,72000,102454,Petrol
5643,Mahindra KUV100 K8,Mahindra,2009,36000,122440,Petrol
5644,Nissan Terrano XL,Nissan,2013,50000,59402,Diesel
5645,Toyota Etios VXD,Toyota,2002,25000,108425,Petrol
5646,Mini Cooper D,Mini,2017,942000,119316,Diesel
5647,Toyota Glanza G,Toyota,2018,97000,81204,Petrol
5648,Honda Jazz V,Honda,2018,116000,45743,Diesel
5649,Datsun GO T,Datsun,2012,45000,33477,Petrol
5650,Renault Duster 110,Renault,2023,105000,112629,Diesel
5651,Honda Brio S,Honda,2004,25000,147472,Diesel
5652,Jaguar XE Prestige,Jaguar,2005,676000,24711,Petrol
5653,Mercedes GLA 200d,Mercedes,2002,418000,54913,Diesel
5654,Datsun GO Plus,Datsun,2021,75000,79717,Diesel
5655,Renault Kwid RXT,Renault,2015,57000,85655,Diesel
5656,Jaguar XF Portfolio,Jaguar,2021,3344000,13010,Petrol
5657,Maruti Suzuki Baleno,Maruti,2017,66000,94793,Petrol
5658,Jaguar XE Prestige,Jaguar,2023,3394000,52756,Petrol
5659,Honda Brio S,Honda,2016,80000,86613,Diesel
5660,Mini Cooper D,Mini,2003,320000,65511,Petrol
5661,Fiat Punto Active,Fiat,2016,80000,17679,Petrol
5662,Chevrolet Spark LT,Chevrolet,2011,29000,163307,Diesel
5663,Jeep Compass Limited,Jeep,2007,39000,157227,Petrol
5664,Maruti Suzuki Omni,Maruti,2004,25000,86084,Petrol
5665,Mercedes E-Class E220d,Mercedes,2010,571000,150660,Petrol
5666,BMW 5 Series,BMW,2016,1010000,108609,Diesel
5667,Toyota Etios VXD,Toyota,2014,108000,28548,Diesel
5668,Mitsubishi Pajero Sport,Mitsubishi,2006,30000,147614,Diesel
5669,Skoda Fabia Classic,Skoda,2023,173000,67215,Diesel
5670,BMW 5 Series,BMW,2004,455000,62415,Diesel
5671,Hyundai Tucson 2WD,Hyundai,2004,25000,96438,Diesel
5672,Jeep Compass Longitude,Jeep,2006,58000,54701,Diesel
5673,Tata Nexon XZ,Tata,2002,25000,30776,Diesel
5674,Maruti Suzuki Ertiga,Maruti,2014,80000,27907,Diesel
5675,Land Rover Discovery,Land,2019,2675000,11002,Diesel
5676,Maruti Suzuki Baleno,Maruti,2022,151000,56372,Petrol
5677,Mitsubishi Lancer 1.8,Mitsubishi,2014,69000,125073,Diesel
5678,Maruti Suzuki Baleno,Maruti,2022,92000,116439,Petrol
5679,Renault Lodgy 110PS,Renault,2013,37000,110338,Diesel
5680,Mitsubishi Pajero Sport,Mitsubishi,2013,59000,106433,Diesel
5681,Tata Bolt XT,Tata,2015,41000,128319,Diesel
5682,Audi A6 2.0,Audi,2021,2064000,64060,Petrol
5683,Maruti Suzuki Ciaz,Maruti,2012,53000,71022,CNG
5684,Mercedes GLA 200d,Mercedes,2009,587000,173398,Petrol
5685,Jeep Compass Limited,Jeep,2019,206000,32740,Petrol
5686,Ford Figo,Ford,2020,143000,46262,Diesel
5687,Chevrolet Sail UVA,Chevrolet,2017,48000,133371,Petrol
5688,Jeep Compass Longitude,Jeep,2011,108000,3803,Petrol
5689,Chevrolet Tavera Neo,Chevrolet,2002,25000,10817,Petrol
5690,Hyundai Santro Xing,Hyundai,2016,82000,55054,Diesel
5691,Land Rover Freelander,Land,2022,2606000,81110,Diesel
5692,Mitsubishi Pajero Sport,Mitsubishi,2020,105000,166883,Petrol
5693,Tata Indica V2,Tata,2020,82000,139332,Diesel
5694,Mahindra XUV500 W8,Mahindra,2006,50000,28728,Diesel
5695,Honda Brio S,Honda,2019,93000,167190,Diesel
5696,Nissan Terrano XL,Nissan,2004,30000,27248,Petrol
5697,Skoda Fabia Classic,Skoda,2023,118000,151465,Diesel
5698,Mitsubishi Lancer 1.8,Mitsubishi,2021,120000,163902,Petrol
5699,Honda Amaze S,Honda,2019,94000,142245,Diesel
5700,Datsun redi-GO T,Datsun,2003,25000,165973,Diesel
5701,Jeep Compass Limited,Jeep,2004,39000,53056,Diesel
5702,Volvo XC60 D5,Volvo,2019,1726000,57212,Diesel
5703,Mini Cooper S,Mini,2002,224000,138524,Petrol
5704,Toyota Yaris VX,Toyota,2020,112000,174297,Petrol
5705,Audi A4 35,Audi,2007,447000,100980,Diesel
5706,Maruti Suzuki Vitara,Maruti,2005,25000,91391,Diesel
5707,Ford Figo,Ford,2009,52000,27740,Petrol
5708,Hyundai Verna 1.6,Hyundai,2016,66000,117822,Diesel
5709,Mitsubishi Pajero Sport,Mitsubishi,2023,146000,146555,Petrol
5710,Hyundai Elite i20,Hyundai,2018,79000,116468,Diesel
5711,BMW 3 Series,BMW,2014,897000,114894,Diesel
5712,Mini Cooper S,Mini,2010,519000,156625,Diesel
5713,Chevrolet Sail UVA,Chevrolet,2016,78000,16915,Petrol
5714,BMW 5 Series,BMW,2010,685000,95386,Petrol
5715,Renault Lodgy 110PS,Renault,2013,60000,46682,Diesel
5716,Skoda Octavia Elegance,Skoda,2018,87000,139519,Petrol
5717,BMW X1 sDrive20d,BMW,2021,1723000,150425,Petrol
5718,Nissan Micra XV,Nissan,2005,33000,29517,Diesel
5719,Renault Kwid RXT,Renault,2019,76000,90361,Petrol
5720,BMW 5 Series,BMW,2003,282000,170233,Diesel
5721,Fiat Punto Active,Fiat,2021,73000,142862,Petrol
5722,Mahindra XUV500 W8,Mahindra,2010,42000,113848,Diesel
5723,Mercedes E-Class E220d,Mercedes,2018,1216000,112383,Petrol
5724,Nissan Sunny XL,Nissan,2008,35000,63288,Petrol
5725,Renault Triber RXZ,Renault,2021,89000,94357,Petrol
5726,Hyundai Verna 1.6,Hyundai,2004,25000,83145,Diesel
5727,Mini Cooper S,Mini,2014,1085000,50530,Petrol
5728,Toyota Corolla Altis,Toyota,2023,210000,38201,Diesel
5729,Jeep Compass Limited,Jeep,2007,41000,134120,Diesel
5730,Jaguar XF Portfolio,Jaguar,2022,2806000,73266,Diesel
5731,Land Rover Freelander,Land,2015,1120000,138147,Petrol
5732,Ford Freestyle Titanium,Ford,2021,150000,40736,Petrol
5733,Datsun GO T,Datsun,2013,45000,63185,Diesel
5734,Jeep Compass Limited,Jeep,2010,60000,89681,Diesel
5735,Volvo S60 D4,Volvo,2012,575000,141335,Petrol
5736,Hyundai Eon Era,Hyundai,2013,41000,105570,Petrol
5737,Toyota Glanza G,Toyota,2006,28000,113108,Diesel
5738,Volvo S60 D4,Volvo,2011,590000,117219,Diesel
5739,Jeep Compass Limited,Jeep,2022,229000,36611,Petrol
5740,Nissan Micra XV,Nissan,2018,69000,109630,Petrol
5741,Fiat Linea Active,Fiat,2014,45000,76691,Petrol
5742,Jaguar XE Prestige,Jaguar,2008,1056000,5417,Petrol
5743,Toyota Glanza G,Toyota,2021,122000,170773,Diesel
5744,Jaguar XE Prestige,Jaguar,2014,1333000,54976,Petrol
5745,Fiat Linea Active,Fiat,2014,65000,11078,Petrol
5746,Honda Civic 1.8,Honda,2002,25000,61865,Petrol
5747,Volvo S60 D4,Volvo,2018,1427000,74544,Diesel
5748,Mahindra KUV100 K8,Mahindra,2009,49000,66717,Petrol
5749,Jaguar XE Prestige,Jaguar,2009,1035000,25008,Petrol
5750,Datsun redi-GO T,Datsun,2009,25000,98494,Diesel
5751,Honda Civic 1.8,Honda,2010,41000,95214,Diesel
5752,Maruti Suzuki Alto,Maruti,2022,116000,86945,CNG
5753,Datsun GO T,Datsun,2007,25000,150816,Diesel
5754,Mini Cooper S,Mini,2018,1168000,81941,Diesel
5755,BMW X1 sDrive20d,BMW,2003,278000,173068,Petrol
5756,Maruti Suzuki Wagon,Maruti,2015,52000,155063,Petrol
5757,Volvo XC60 D5,Volvo,2008,481000,134085,Petrol
5758,Honda Jazz V,Honda,2010,60000,19129,Petrol
5759,Fiat Linea Active,Fiat,2012,34000,123475,Petrol
5760,Mahindra KUV100 K8,Mahindra,2013,101000,14774,Diesel
5761,Tata Bolt XT,Tata,2020,101000,51229,Diesel
5762,Maruti Suzuki Vitara,Maruti,2004,31000,17839,Petrol
5763,Nissan Terrano XL,Nissan,2002,25000,111681,Diesel
5764,Chevrolet Spark LT,Chevrolet,2009,25000,172343,Petrol
5765,Mahindra Bolero SLE,Mahindra,2016,69000,150809,Diesel
5766,Mahindra Scorpio S10,Mahindra,2020,91000,144909,Petrol
5767,Mitsubishi Pajero Sport,Mitsubishi,2007,55000,1616,Petrol
5768,Fiat Punto Active,Fiat,2013,30000,171430,Petrol
5769,Jaguar XF Portfolio,Jaguar,2006,833000,29109,Diesel
5770,Ford Freestyle Titanium,Ford,2007,25000,109428,Diesel
5771,Chevrolet Beat LT,Chevrolet,2017,60000,59861,Petrol
5772,Mahindra XUV500 W8,Mahindra,2021,128000,77523,Diesel
5773,Land Rover Freelander,Land,2013,1573000,12113,Petrol
5774,Honda Amaze S,Honda,2019,118000,60485,Diesel
5775,Jaguar XE Prestige,Jaguar,2017,1296000,168490,Diesel
5776,Renault Duster 110,Renault,2018,73000,107811,Diesel
5777,BMW X1 sDrive20d,BMW,2009,836000,33665,Petrol
5778,Chevrolet Beat LT,Chevrolet,2010,26000,176017,Diesel
5779,Maruti Suzuki Celerio,Maruti,2005,25000,146138,Petrol
5780,Toyota Innova 2.5,Toyota,2003,25000,161132,Petrol
5781,Mercedes GLA 200d,Mercedes,2009,579000,148997,Petrol
5782,Mercedes E-Class E220d,Mercedes,2002,529000,7849,Petrol
5783,Jeep Compass Limited,Jeep,2018,127000,103942,Diesel
5784,Tata Nexon XZ,Tata,2011,40000,73011,Diesel
5785,Audi A6 2.0,Audi,2009,597000,103321,Diesel
5786,Mercedes E-Class E220d,Mercedes,2005,591000,38892,Petrol
5787,Tata Nexon XZ,Tata,2018,59000,155869,Petrol
5788,Honda Civic 1.8,Honda,2023,116000,153619,Diesel
5789,Renault Triber RXZ,Renault,2005,25000,105522,Petrol
5790,Land Rover Discovery,Land,2017,1273000,115746,Diesel
5791,BMW X1 sDrive20d,BMW,2011,596000,146617,Petrol
5792,BMW 3 Series,BMW,2014,840000,123276,Petrol
5793,Mini Cooper S,Mini,2009,506000,88784,Petrol
5794,Toyota Glanza G,Toyota,2018,109000,60402,Petrol
5795,Nissan Micra XV,Nissan,2021,98000,96226,Petrol
5796,Datsun GO T,Datsun,2018,46000,171401,Diesel
5797,Fiat Linea Active,Fiat,2009,27000,76195,Petrol
5798,Volvo XC60 D5,Volvo,2011,577000,119453,Diesel
5799,Jaguar XF Portfolio,Jaguar,2016,2269000,9783,Diesel
5800,Hyundai Tucson 2WD,Hyundai,2015,54000,120377,Petrol
5801,Datsun redi-GO T,Datsun,2020,56000,125739,Diesel
5802,Hyundai Eon Era,Hyundai,2023,145000,65850,Petrol
5803,Datsun GO Plus,Datsun,2020,93000,25415,Petrol
5804,Skoda Fabia Classic,Skoda,2023,129000,130362,Diesel
5805,Tata Indica V2,Tata,2017,88000,42448,Petrol
5806,Jeep Compass Limited,Jeep,2023,183000,119093,Petrol
5807,Mitsubishi Pajero Sport,Mitsubishi,2014,69000,84058,Diesel
5808,Skoda Fabia Classic,Skoda,2005,43000,8501,Diesel
5809,Fiat Linea Active,Fiat,2016,71000,29034,Petrol
5810,Land Rover Freelander,Land,2019,2937000,17578,Petrol
5811,Ford Figo,Ford,2017,74000,147480,Diesel
5812,Mitsubishi Pajero Sport,Mitsubishi,2021,123000,106093,Petrol
5813,Land Rover Discovery,Land,2023,2681000,146968,Diesel
5814,Land Rover Freelander,Land,2003,452000,73002,Petrol
5815,Ford Figo Aspire,Ford,2021,132000,67065,Diesel
5816,Ford EcoSport Ambiente,Ford,2011,59000,694,Petrol
5817,Hyundai Venue SX,Hyundai,2013,42000,107657,Petrol
5818,Ford EcoSport Titanium,Ford,2015,64000,81980,Petrol
5819,Mercedes C-Class C220d,Mercedes,2020,1489000,107873,Petrol
5820,Jaguar XF Portfolio,Jaguar,2011,1281000,40435,Diesel
5821,Volkswagen Jetta Comfortline,Volkswagen,2020,103000,157178,Petrol
5822,Mini Cooper D,Mini,2008,441000,107853,Diesel
5823,Volkswagen Jetta Comfortline,Volkswagen,2013,55000,133460,Diesel
5824,Jaguar XE Prestige,Jaguar,2023,2474000,127060,Petrol
5825,Chevrolet Spark LT,Chevrolet,2020,103000,37553,Diesel
5826,BMW X1 sDrive20d,BMW,2017,1141000,120578,Petrol
5827,Datsun GO T,Datsun,2022,110000,28101,Diesel
5828,Maruti Suzuki Wagon,Maruti,2003,25000,41467,Diesel
5829,Hyundai Creta 1.6,Hyundai,2005,29000,52785,Petrol
5830,Ford Figo,Ford,2016,55000,151004,Diesel
5831,Chevrolet Beat LT,Chevrolet,2015,54000,77597,Petrol
5832,Mitsubishi Pajero Sport,Mitsubishi,2011,63000,55323,Petrol
5833,Audi A8,Audi,2006,532000,44127,Diesel
5834,Skoda Fabia Classic,Skoda,2004,25000,103978,Petrol
5835,Skoda Rapid Elegance,Skoda,2010,35000,126582,Petrol
5836,Skoda Rapid Elegance,Skoda,2016,72000,134415,Petrol
5837,Tata Nexon XZ,Tata,2021,152000,5721,Diesel
5838,Land Rover Discovery,Land,2003,346000,173933,Petrol
5839,Volkswagen Polo Highline,Volkswagen,2021,94000,123639,Petrol
5840,Jaguar XE Prestige,Jaguar,2015,1189000,100731,Diesel
5841,Skoda Octavia Elegance,Skoda,2002,25000,85119,Petrol
5842,Toyota Yaris VX,Toyota,2022,245000,29963,Diesel
5843,Chevrolet Spark LT,Chevrolet,2007,25000,131323,Diesel
5844,Jaguar XE Prestige,Jaguar,2013,822000,145333,Petrol
