name,company,year,Price,kms_driven,fuel_type
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2016,"1,15,000","59,705 kms",Diesel
Tata Bolt XT,Tata,2013,"41,000","1,28,252 kms",Diesel
Mini Cooper S,Mini,2010,"5,22,000","1,18,442 kms",Diesel
Mercedes GLA 200d,Mercedes,2008,"5,00,000","1,02,732 kms",Diesel
BMW 3 Series 320d,BMW,2013,"9,41,000","1,03,108 kms",Diesel
Toyota Corolla Altis G,Toyota,2019,"1,16,000","76,557 kms",Petrol
Maruti Suzuki Alto K10 VXi,Maruti,2003,"25,000","94,863 kms",CNG
Jeep Compass Longitude,Jeep,2020,"2,33,000","43,649 kms",Diesel
Jeep Compass Limited,Jeep,2009,"62,000","45,000 kms",Petrol
Land Rover Freelander 2,Land,2004,"5,71,000","45,127 kms",Diesel
Nissan Sunny XL,Nissan,2019,"73,000","91,571 kms",Petrol
Maruti Suzuki Swift Vdi,Maruti,2021,"89,000","1,17,852 kms",Petrol
Mercedes E-Class E220d,Mercedes,2023,"38,27,000","18,280 kms",Diesel
Volvo XC60 D5,Volvo,2008,"4,41,000","1,65,049 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2012,"42,000","24,053 kms",Petrol
Mahindra Jeep CL550 MDI,Mahindra,2018,"1,25,000","30,200 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2006,"25,000","1,12,631 kms",Petrol
Tata Nexon XZ Plus,Tata,2002,"25,000","1,18,535 kms",Petrol
Honda Brio S MT,Honda,2022,"1,00,000","1,38,760 kms",Petrol
Jaguar XF Portfolio,Jaguar,2023,"33,91,000","37,415 kms",Diesel
Tata Bolt XT,Tata,2005,"25,000","1,14,064 kms",Petrol
Volvo S60 D4,Volvo,2015,"8,18,000","1,04,012 kms",Petrol
BMW X1 sDrive20d,BMW,2014,"9,39,000","1,46,416 kms",Diesel
Renault Kwid RXT,Renault,2002,"25,000","66,747 kms",Diesel
Maruti Suzuki Ertiga VDI,Maruti,2005,"25,000","1,14,367 kms",CNG
Maruti Suzuki Eeco 5 Seater,Maruti,2019,"1,04,000","75,438 kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2012,"38,000","1,72,037 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2007,"31,000","1,35,294 kms",Petrol
Ford EcoSport Ambiente 1.5L TDCi,Ford,2002,"25,000","83,422 kms",Petrol
BMW X1 sDrive20d,BMW,2020,"16,16,000","1,09,073 kms",Petrol
Ford EcoSport Ambiente 1.5L TDCi,Ford,2007,"28,000","86,978 kms",Diesel
Toyota Etios VXD,Toyota,2023,"1,38,000","1,44,980 kms",Petrol
Tata Nexon XZ Plus,Tata,2022,"84,000","1,16,768 kms",Diesel
Hyundai Creta 1.6 SX Option,Hyundai,2017,"74,000","1,06,161 kms",Petrol
Jaguar XE Prestige,Jaguar,2021,"22,31,000","95,555 kms",Petrol
Chevrolet Spark LT,Chevrolet,2012,"40,000","83,813 kms",Diesel
Land Rover Freelander 2,Land,2014,"15,70,000","10,684 kms",Petrol
Fiat Punto Active,Fiat,2009,"48,000","5,309 kms",Diesel
Fiat Punto Active,Fiat,2020,"71,000","1,23,540 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2007,"27,000","1,59,785 kms",Petrol
Land Rover Discovery Sport,Land,2023,"23,42,000","95,642 kms",Petrol
Nissan Terrano XL,Nissan,2015,"49,000","1,16,217 kms",Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2023,"2,25,000","49,479 kms",Diesel
Renault Duster 110 PS RxL,Renault,2011,"39,000","86,963 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2023,Ask For Price,"27,383 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2018,"99,000","1,49,637 kms",Diesel
Ford EcoSport Ambiente 1.5L TDCi,Ford,2023,"1,53,000","44,110 kms",Petrol
Datsun GO Plus T,Datsun,2018,"44,000","1,56,105 kms",Diesel
Tata Tiago Revotron XZ,Tata,2016,"44,000","1,13,509 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2002,"25,000","1,30,082 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2009,"32,000","1,50,110 kms",Diesel
Volvo S60 D4,Volvo,2016,"16,55,000","27,659 kms",Diesel
Renault Kwid RXT,Renault,2018,"69,000","1,77,508 kms",Diesel
Jaguar XF Portfolio,Jaguar,2006,"5,03,000","1,34,675 kms",Diesel
Fiat Linea Active,Fiat,2018,"55,000","1,71,007 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2014,"61,000","63,725 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2002,"25,000","1,23,376 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2010,"54,000","82,054 kms",Diesel
Volkswagen Ameo Highline 1.5,Volkswagen,2010,"58,000","29,019 kms",Petrol
Toyota Yaris VX,Toyota,2015,"1,15,000","35,604 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2009,"47,000","78,145 kms",Diesel
Ford Fiesta Classic CLXi,Ford,2014,"84,000","8,224 kms",Diesel
Jeep Compass Longitude,Jeep,2021,"1,69,000","1,35,294 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2016,"72,000","1,58,951 kms",Diesel
Audi Q7,Audi,2009,"5,09,000","1,76,242 kms",Diesel
Fiat Punto Active,Fiat,2014,"44,000","1,25,129 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2003,"25,000","1,28,237 kms",Petrol
Jaguar XE Prestige,Jaguar,2023,"26,24,000","1,22,251 kms",Diesel
Jaguar XE Prestige,Jaguar,2012,Ask For Price,"1,72,482 kms",Petrol
Jeep Compass Longitude,Jeep,2014,"69,000","1,53,157 kms",Petrol
Land Rover Discovery Sport,Land,2011,"14,84,000","3,679 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2006,"30,000","1,45,413 kms",Diesel
Toyota Etios VXD,Toyota,2004,"37,000","36,339 kms",Diesel
Renault Triber RXZ,Renault,2023,"1,13,000","86,873 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2008,"44,000","36,709 kms",Petrol
Mahindra Bolero SLE,Mahindra,2015,"71,000","1,60,630 kms",Diesel
Land Rover Discovery Sport,Land,2012,"10,18,000","96,606 kms",Diesel
Hyundai Elite i20 Magna 1.2,Hyundai,2003,"28,000","10,835 kms",Diesel
Tata Nexon XZ Plus,Tata,2011,"42,000","69,691 kms",Diesel
Datsun GO T,Datsun,2007,"30,000","28,352 kms",Petrol
Mini Cooper S,Mini,2017,"9,97,000","1,77,571 kms",Petrol
Audi A8,Audi,2005,"5,75,000","40,423 kms",Petrol
Fiat Punto Active,Fiat,2022,"77,000","1,65,859 kms",Petrol
BMW X1 sDrive20d,BMW,2013,"11,46,000","65,198 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2020,"66,000","87,385 kms",Petrol
Land Rover Discovery Sport,Land,2015,"20,87,000","1,834 kms",Diesel
Volvo XC60 D5,Volvo,2008,"6,00,000","60,940 kms",Petrol
Tata Bolt XT,Tata,2021,"1,45,000","16,278 kms",Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2007,"32,000","64,114 kms",CNG
Honda WR-V i-VTEC VX,Honda,2020,"1,86,000","4,653 kms",Petrol
Hyundai Tucson 2WD AT GLS,Hyundai,2016,"70,000","98,279 kms",Diesel
Audi Q7,Audi,2003,"2,67,000","1,13,258 kms",Diesel
Chevrolet Beat LT,Chevrolet,2007,"29,000","10,237 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2021,"1,88,000","8,793 kms",Diesel
Toyota Innova 2.5 G,Toyota,2014,"92,000","47,894 kms",Petrol
Renault Kwid RXT,Renault,2020,"80,000","1,66,612 kms",Petrol
Datsun GO Plus T,Datsun,2021,"84,000","38,558 kms",Petrol
Maruti Suzuki Vitara Brezza ZDi,Maruti,2004,"30,000","41,942 kms",Petrol
Hyundai Xcent S,Hyundai,2006,"36,000","38,194 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2016,"1,10,000","14,292 kms",Diesel
Mercedes GLA 200d,Mercedes,2019,"15,96,000","1,40,464 kms",Diesel
Honda City 1.5 S MT,Honda,2014,"71,000","50,828 kms",Petrol
Land Rover Freelander 2,Land,2004,"6,84,000","43,985 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2015,"63,000","1,09,960 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2015,"1,19,000","3,544 kms",Diesel
Mini Cooper D,Mini,2010,"4,98,000","1,15,433 kms",Petrol
Chevrolet Spark LT,Chevrolet,2013,"31,000","1,20,956 kms",Petrol
Volkswagen Jetta Comfortline TDI,Volkswagen,2017,Ask For Price,"1,43,612 kms",Diesel
Land Rover Discovery Sport,Land,2015,"13,90,000","83,482 kms",Diesel
Hyundai i10 Sportz,Hyundai,2004,"34,000","37,397 kms",Diesel
Skoda Fabia Classic 1.2 MPI,Skoda,2014,"57,000","1,37,057 kms",Petrol
Honda WR-V i-VTEC VX,Honda,2023,"2,08,000","18,764 kms",Diesel
Maruti Suzuki Celerio VXI,Maruti,2008,"27,000","1,29,256 kms",Petrol
Hyundai Verna 1.6 SX,Hyundai,2014,"55,000","1,04,384 kms",Petrol
Mini Cooper D,Mini,2014,"10,01,000","80,214 kms",Diesel
Nissan Terrano XL,Nissan,2004,"28,000","37,939 kms",Diesel
Ford Figo,Ford,2010,"51,000","35,105 kms",Diesel
Jaguar XF Portfolio,Jaguar,2004,"3,57,000","1,04,671 kms",Petrol
Volvo XC60 D5,Volvo,2019,"20,34,000","5,269 kms",Diesel
Mercedes C-Class C220d,Mercedes,2018,"13,53,000","1,79,709 kms",Diesel
Nissan Micra XV,Nissan,2003,"25,000","1,25,808 kms",Diesel
Hyundai Venue SX,Hyundai,2011,"61,000","15,360 kms",Diesel
Fiat Linea Active,Fiat,2016,"47,000","1,56,626 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2004,"25,000","1,75,655 kms",Petrol
Hyundai Tucson 2WD AT GLS,Hyundai,2002,"25,000","13,532 kms",Diesel
Fiat Linea Active,Fiat,2002,"25,000","46,397 kms",Petrol
Jaguar XF Portfolio,Jaguar,2020,"17,73,000","1,24,239 kms",Petrol
Renault Kwid RXT,Renault,2003,"28,000","21,571 kms",Petrol
Mercedes E-Class E220d,Mercedes,2021,"17,02,000","1,58,184 kms",Diesel
Land Rover Discovery Sport,Land,2022,"29,54,000","60,410 kms",Diesel
Audi Q3 35 TDI,Audi,2010,"8,01,000","43,877 kms",Diesel
Jaguar XF Portfolio,Jaguar,2023,"20,12,000","1,70,086 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2013,"69,000","55,461 kms",Diesel
Jaguar XF Portfolio,Jaguar,2004,"5,42,000","49,292 kms",Petrol
Volvo S60 D4,Volvo,2016,"10,44,000","1,11,183 kms",Diesel
Jaguar XF Portfolio,Jaguar,2014,"10,20,000","1,39,973 kms",Petrol
Maruti Suzuki Alto K10 VXi,Maruti,2012,"46,000","90,147 kms",CNG
Audi Q3 35 TDI,Audi,2021,"16,79,000","1,72,407 kms",Petrol
Volvo XC60 D5,Volvo,2018,"10,64,000","1,33,567 kms",Petrol
Hyundai Xcent S,Hyundai,2003,"25,000","55,527 kms",Diesel
Hyundai Verna 1.6 SX,Hyundai,2016,"78,000","67,075 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2008,"50,000","47,982 kms",Diesel
Honda WR-V i-VTEC VX,Honda,2020,"1,66,000","28,747 kms",Petrol
Hyundai Xcent S,Hyundai,2013,"76,000","18,665 kms",Diesel
Jeep Compass Limited,Jeep,2021,"1,82,000","58,393 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2005,"25,000","1,31,192 kms",Petrol
Land Rover Freelander 2,Land,2022,"30,06,000","72,189 kms",Petrol
Honda Amaze S i-Dtech,Honda,2023,"1,23,000","1,09,831 kms",Diesel
Mercedes GLA 200d,Mercedes,2006,"8,55,000","2,368 kms",Diesel
Toyota Glanza G,Toyota,2018,"94,000","1,27,048 kms",Petrol
Mahindra Bolero SLE,Mahindra,2017,"80,000","1,79,167 kms",Diesel
Audi Q3 35 TDI,Audi,2014,"14,17,000","1,389 kms",Diesel
Audi A4 35 TDI,Audi,2017,"11,77,000","1,43,661 kms",Diesel
Toyota Innova 2.5 G,Toyota,2010,"42,000","1,12,764 kms",Petrol
Fiat Punto Active,Fiat,2010,"31,000","90,313 kms",Petrol
BMW 5 Series 520d,BMW,2015,"10,00,000","1,62,543 kms",Diesel
Audi A8,Audi,2012,"8,50,000","76,959 kms",Diesel
Audi Q3 35 TDI,Audi,2004,"3,99,000","61,861 kms",Diesel
Honda Brio S MT,Honda,2020,"1,56,000","55,944 kms",Diesel
Land Rover Discovery Sport,Land,2021,"20,31,000","1,14,123 kms",Petrol
Mahindra XUV500 W8,Mahindra,2010,Ask For Price,"98,896 kms",Diesel
Honda Jazz V,Honda,2018,"1,04,000","75,163 kms",Diesel
Jaguar XF Portfolio,Jaguar,2015,"18,80,000","31,250 kms",Petrol
Datsun GO T,Datsun,2006,"25,000","63,012 kms",Petrol
Maruti Suzuki Eeco 5 Seater,Maruti,2015,"62,000","87,993 kms",Diesel
Renault Duster 110 PS RxL,Renault,2014,"79,000","9,307 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2009,"62,000","13,956 kms",Petrol
Toyota Yaris VX,Toyota,2017,"1,50,000","17,770 kms",Diesel
Skoda Rapid Elegance 1.6 MPI,Skoda,2013,"54,000","1,09,773 kms",Petrol
Ford Figo,Ford,2022,Ask For Price,"20,153 kms",Petrol
Fiat Punto Active,Fiat,2019,"66,000","1,28,097 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2013,"33,000","1,63,306 kms",Diesel
Nissan Sunny XL,Nissan,2012,Ask For Price,"77,813 kms",Petrol
Mini Cooper S,Mini,2012,"9,85,000","36,671 kms",Petrol
Jeep Compass Limited,Jeep,2015,"91,000","1,53,192 kms",Petrol
Volvo XC60 D5,Volvo,2014,"7,47,000","1,54,589 kms",Diesel
Toyota Yaris VX,Toyota,2019,"1,44,000","75,219 kms",Diesel
Hyundai Eon Era Plus,Hyundai,2004,"25,000","1,75,696 kms",Petrol
Volvo XC60 D5,Volvo,2004,"4,76,000","44,031 kms",Petrol
Tata Nexon XZ Plus,Tata,2014,"47,000","1,37,189 kms",Diesel
Audi A8,Audi,2019,"13,71,000","1,02,126 kms",Petrol
Jaguar XF Portfolio,Jaguar,2007,"5,02,000","1,23,621 kms",Petrol
Maruti Suzuki Omni E STD,Maruti,2009,"44,000","39,301 kms",Petrol
Audi Q7,Audi,2009,"7,71,000","70,521 kms",Diesel
Maruti Suzuki Ertiga VDI,Maruti,2007,"25,000","1,74,645 kms",Petrol
Mini Cooper D,Mini,2022,"16,21,000","96,643 kms",Diesel
Toyota Etios VXD,Toyota,2022,"2,16,000","33,933 kms",Diesel
Hyundai Santro Xing XO eRLX Euro III,Hyundai,2010,"38,000","86,762 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2008,"61,000","16,063 kms",Petrol
Mini Cooper S,Mini,2007,"4,05,000","1,44,476 kms",Diesel
Maruti Suzuki Wagon R 1.0 VXI,Maruti,2007,"33,000","66,834 kms",Petrol
Chevrolet Sail UVA LS,Chevrolet,2012,"38,000","76,214 kms",Diesel
Land Rover Freelander 2,Land,2020,"19,20,000","1,18,030 kms",Diesel
Ford Figo Aspire Titanium,Ford,2017,"62,000","1,46,354 kms",Petrol
Mini Cooper D,Mini,2014,"6,82,000","1,69,162 kms",Diesel
Chevrolet Tavera Neo 3,Chevrolet,2021,"1,41,000","2,763 kms",Diesel
Jaguar XF Portfolio,Jaguar,2023,"25,05,000","1,13,145 kms",Diesel
Land Rover Freelander 2,Land,2021,"30,95,000","18,595 kms",Petrol
Nissan Terrano XL,Nissan,2016,"46,000","1,14,841 kms",Petrol
Toyota Etios VXD,Toyota,2023,"1,67,000","1,61,308 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2007,"29,000","1,10,658 kms",Diesel
Mini Cooper D,Mini,2008,"6,12,000","15,607 kms",Petrol
Renault Kwid RXT,Renault,2020,"79,000","1,34,226 kms",Petrol
Jeep Compass Limited,Jeep,2004,"32,000","98,645 kms",Petrol
BMW X1 sDrive20d,BMW,2021,"32,34,000","14,083 kms",Diesel
Mahindra Jeep CL550 MDI,Mahindra,2019,"1,05,000","1,76,695 kms",Diesel
Tata Nano Lx,Tata,2016,"60,000","73,553 kms",Petrol
Honda Brio S MT,Honda,2022,"1,10,000","1,18,025 kms",Diesel
Mahindra Thar CRDe 4x4,Mahindra,2014,"62,000","95,996 kms",Petrol
Audi Q7,Audi,2023,"27,65,000","77,646 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2013,"56,000","6,763 kms",Diesel
Land Rover Discovery Sport,Land,2006,"4,65,000","1,47,725 kms",Petrol
Nissan Sunny XL,Nissan,2004,"25,000","1,46,678 kms",Petrol
Land Rover Discovery Sport,Land,2006,"4,53,000","1,73,850 kms",Diesel
Audi Q7,Audi,2022,"18,35,000","1,31,335 kms",Petrol
Mini Cooper D,Mini,2005,"4,53,000","17,690 kms",Petrol
Nissan Sunny XL,Nissan,2011,"39,000","77,655 kms",Diesel
Hyundai Elite i20 Magna 1.2,Hyundai,2017,"71,000","1,65,427 kms",Diesel
Audi A6 2.0 TDI,Audi,2002,"2,49,000","1,34,551 kms",Petrol
Nissan Terrano XL,Nissan,2009,"43,000","45,268 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2002,"29,000","45,417 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2002,"25,000","1,51,062 kms",Diesel
Mahindra Jeep CL550 MDI,Mahindra,2013,"52,000","1,73,124 kms",Diesel
Mitsubishi Pajero Sport 4x2,Mitsubishi,2002,"26,000","74,106 kms",Diesel
Honda Brio S MT,Honda,2009,Ask For Price,"40,434 kms",Diesel
Fiat Punto Active,Fiat,2005,"25,000","53,563 kms",Diesel
Renault Triber RXZ,Renault,2018,"66,000","96,277 kms",Diesel
Jaguar XF Portfolio,Jaguar,2007,"5,29,000","1,21,126 kms",Diesel
Mercedes C-Class C220d,Mercedes,2011,"11,18,000","33,765 kms",Petrol
Toyota Glanza G,Toyota,2004,"38,000","53,529 kms",Petrol
Skoda Octavia Elegance 1.8 TSI,Skoda,2011,"37,000","1,47,027 kms",Petrol
Volvo S60 D4,Volvo,2019,"12,59,000","1,42,977 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2007,"44,000","49,450 kms",Petrol
Mitsubishi Pajero Sport 4x2,Mitsubishi,2018,"1,36,000","40,491 kms",Petrol
Datsun GO Plus T,Datsun,2008,"35,000","24,767 kms",Diesel
BMW X1 sDrive20d,BMW,2014,"9,48,000","1,28,303 kms",Petrol
Land Rover Freelander 2,Land,2017,"23,91,000","22,402 kms",Petrol
Fiat Punto Active,Fiat,2021,"1,16,000","30,286 kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2009,"36,000","54,087 kms",Petrol
Renault Triber RXZ,Renault,2010,"30,000","1,55,402 kms",Diesel
Mahindra Bolero SLE,Mahindra,2018,"83,000","1,24,552 kms",Diesel
Mercedes E-Class E220d,Mercedes,2013,"13,56,000","40,338 kms",Diesel
Honda Amaze S i-Dtech,Honda,2004,Ask For Price,"99,013 kms",Petrol
Tata Tigor XZ,Tata,2017,"48,000","1,68,524 kms",Petrol
Jaguar XE Prestige,Jaguar,2012,"8,85,000","1,15,310 kms",Petrol
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2008,"58,000","15,940 kms",Diesel
Maruti Suzuki Celerio VXI,Maruti,2021,"90,000","1,59,361 kms",Diesel
Datsun redi-GO T,Datsun,2023,"82,000","1,58,591 kms",Petrol
Renault Kwid RXT,Renault,2016,"88,000","15,636 kms",Petrol
Chevrolet Beat LT,Chevrolet,2002,"25,000","1,52,142 kms",Diesel
Mini Cooper S,Mini,2019,"10,61,000","1,10,424 kms",Petrol
Tata Indica V2 DLS,Tata,2014,"47,000","88,611 kms",Diesel
Fiat Punto Active,Fiat,2021,"68,000","1,70,779 kms",Petrol
Maruti Suzuki Ciaz VDi,Maruti,2017,"89,000","48,990 kms",Petrol
Fiat Punto Active,Fiat,2023,"1,08,000","98,098 kms",Diesel
Ford Figo,Ford,2021,"1,67,000","30,070 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2007,"40,000","61,758 kms",Diesel
Tata Bolt XT,Tata,2017,"88,000","51,336 kms",Diesel
Tata Nano Lx,Tata,2009,"25,000","1,39,531 kms",Petrol
BMW 5 Series 520d,BMW,2016,"11,83,000","95,544 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2017,"91,000","69,764 kms",Petrol
Mahindra Scorpio S10,Mahindra,2003,"25,000","1,05,042 kms",Diesel
Toyota Glanza G,Toyota,2016,"69,000","1,26,135 kms",Diesel
Jeep Compass Limited,Jeep,2002,"25,000","1,34,546 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2013,"49,000","1,15,289 kms",Petrol
Land Rover Freelander 2,Land,2014,"16,56,000","18,041 kms",Petrol
Ford EcoSport Ambiente 1.5L TDCi,Ford,2014,"92,000","8,238 kms",Petrol
Jeep Compass Longitude,Jeep,2014,"1,34,000","5,902 kms",Diesel
Volkswagen Jetta Comfortline TDI,Volkswagen,2013,"68,000","67,786 kms",Petrol
Renault Lodgy 110PS RxZ 8 Str,Renault,2018,"83,000","67,074 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2008,"42,000","76,139 kms",Diesel
Chevrolet Sail UVA LS,Chevrolet,2023,"78,000","1,07,650 kms",Diesel
Maruti Suzuki Swift Vdi,Maruti,2004,"25,000","1,57,641 kms",CNG
Mercedes C-Class C220d,Mercedes,2009,"6,23,000","1,37,112 kms",Diesel
Volkswagen Vento Highline Diesel,Volkswagen,2005,"25,000","1,70,921 kms",Diesel
Datsun GO Plus T,Datsun,2009,"25,000","1,40,367 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2023,"1,28,000","1,65,507 kms",Diesel
Tata Tiago Revotron XZ,Tata,2002,"25,000","1,58,581 kms",Petrol
Nissan Micra XV,Nissan,2019,"1,02,000","29,853 kms",Petrol
Volkswagen Polo Highline 1.2L,Volkswagen,2009,"46,000","72,214 kms",Diesel
Mercedes E-Class E220d,Mercedes,2003,"5,43,000","4,188 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2023,"1,58,000","1,51,200 kms",Diesel
Toyota Glanza G,Toyota,2013,"80,000","66,968 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2011,"77,000","36,325 kms",Petrol
Mercedes GLA 200d,Mercedes,2013,"8,02,000","1,14,164 kms",Petrol
Maruti Suzuki Alto 800 Vxi,Maruti,2005,"25,000","1,08,865 kms",Petrol
Volkswagen Ameo Highline 1.5,Volkswagen,2016,"71,000","1,52,132 kms",Diesel
Toyota Etios VXD,Toyota,2012,"55,000","1,76,826 kms",Petrol
Fiat Punto Active,Fiat,2007,"25,000","1,10,872 kms",Diesel
Mercedes GLA 200d,Mercedes,2004,"3,08,000","1,79,279 kms",Petrol
Audi Q7,Audi,2005,"5,93,000","32,985 kms",Diesel
Datsun GO T,Datsun,2009,"40,000","10,835 kms",Diesel
Mitsubishi Lancer 1.8 GLX,Mitsubishi,2019,"1,27,000","73,983 kms",Petrol
Toyota Yaris VX,Toyota,2022,"1,95,000","64,383 kms",Diesel
Fiat Punto Active,Fiat,2022,"1,09,000","56,006 kms",Diesel
Mercedes GLA 200d,Mercedes,2013,"9,01,000","1,06,368 kms",Diesel
Jaguar XE Prestige,Jaguar,2003,"6,09,000","36,412 kms",Diesel
Mini Cooper D,Mini,2017,"14,48,000","25,228 kms",Petrol
Mahindra TUV300 T8,Mahindra,2003,"25,000","1,77,082 kms",Petrol
Maruti Suzuki Vitara Brezza ZDi,Maruti,2020,"1,42,000","31,772 kms",Petrol
Skoda Rapid Elegance 1.6 MPI,Skoda,2010,"54,000","66,836 kms",Diesel
Ford Endeavour 4x4 AT,Ford,2018,"1,01,000","63,307 kms",Petrol
Skoda Fabia Classic 1.2 MPI,Skoda,2011,"45,000","1,28,412 kms",Petrol
Jaguar XF Portfolio,Jaguar,2007,"7,95,000","63,322 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2023,"1,16,000","1,30,012 kms",Diesel
Fiat Punto Active,Fiat,2022,"1,21,000","38,643 kms",Diesel
Ford Figo,Ford,2004,"25,000","1,70,441 kms",Petrol
Toyota Fortuner 3.0 4x4 AT,Toyota,2017,"84,000","1,49,981 kms",Petrol
BMW X1 sDrive20d,BMW,2002,"4,26,000","39,002 kms",Diesel
Tata Bolt XT,Tata,2008,"25,000","1,49,808 kms",Diesel
Datsun GO Plus T,Datsun,2018,Ask For Price,"35,121 kms",Petrol
Maruti Suzuki Baleno Delta,Maruti,2023,"1,15,000","1,23,933 kms",Petrol
Maruti Suzuki Vitara Brezza ZDi,Maruti,2003,"25,000","64,578 kms",CNG
Mini Cooper D,Mini,2015,"7,01,000","1,52,154 kms",Petrol
Land Rover Freelander 2,Land,2020,"16,69,000","1,35,064 kms",Petrol
Honda Brio S MT,Honda,2015,"62,000","1,28,998 kms",Diesel
Jaguar XE Prestige,Jaguar,2021,"18,14,000","1,07,538 kms",Diesel
Skoda Octavia Elegance 1.8 TSI,Skoda,2010,"43,000","89,311 kms",Diesel
Mercedes E-Class E220d,Mercedes,2013,"7,64,000","1,77,566 kms",Diesel
Toyota Glanza G,Toyota,2005,"28,000","1,17,212 kms",Diesel
Maruti Suzuki Alto 800 Vxi,Maruti,2008,"36,000","80,665 kms",Diesel
Hyundai Elite i20 Magna 1.2,Hyundai,2015,"84,000","47,168 kms",Diesel
Hyundai Eon Era Plus,Hyundai,2006,"25,000","1,02,058 kms",Diesel
Nissan Sunny XL,Nissan,2009,"37,000","63,413 kms",Petrol
Hyundai Venue SX,Hyundai,2010,"57,000","10,381 kms",Diesel
Jeep Compass Limited,Jeep,2006,"33,000","1,69,784 kms",Petrol
Mercedes E-Class E220d,Mercedes,2005,"6,60,000","32,905 kms",Diesel
Mini Cooper S,Mini,2003,"2,72,000","93,989 kms",Petrol
BMW X1 sDrive20d,BMW,2008,"6,96,000","50,988 kms",Petrol
Volkswagen Vento Highline Diesel,Volkswagen,2006,"28,000","1,39,767 kms",Diesel
Jeep Compass Longitude,Jeep,2016,"1,40,000","36,751 kms",Petrol
Chevrolet Spark LT,Chevrolet,2005,"28,000","9,365 kms",Petrol
Land Rover Freelander 2,Land,2002,"3,10,000","1,42,501 kms",Diesel
Hyundai Eon Era Plus,Hyundai,2016,"1,02,000","3,020 kms",Diesel
Tata Tigor XZ,Tata,2005,"25,000","1,65,842 kms",Petrol
Mini Cooper S,Mini,2006,"4,24,000","94,484 kms",Diesel
Maruti Suzuki Wagon R 1.0 VXI,Maruti,2016,"68,000","57,541 kms",CNG
Land Rover Discovery Sport,Land,2023,"23,30,000","1,77,710 kms",Petrol
Jaguar XF Portfolio,Jaguar,2019,"27,54,000","4,441 kms",Diesel
Nissan Sunny XL,Nissan,2011,"48,000","37,869 kms",Petrol
Fiat Punto Active,Fiat,2016,"45,000","1,62,819 kms",Petrol
Tata Tigor XZ,Tata,2006,"25,000","1,65,051 kms",Diesel
Volvo XC60 D5,Volvo,2018,"12,14,000","1,38,857 kms",Diesel
